"gene","Top","p.value","FDR","summary.logFC","logFC.Sham","nmf10"
"FNIP2",240,1.5673422104045e-112,4.93451572575688e-111,-1.64576274370851,-1.64576274370851,0.000202002269336059
"ST6GALNAC5",241,1.73101091579029e-112,5.42718609116659e-111,-1.18270804765965,-1.18270804765965,0.00100499994781858
"VWA8",242,1.99784671857586e-112,6.23790487833015e-111,-1.50916627578118,-1.50916627578118,7.23444122313987e-05
"RALGPS1",243,2.08762778152885e-112,6.46646081003218e-111,-1.40899396174811,-1.40899396174811,0.000131314229183638
"DYRK3",244,2.0881636284381e-112,6.46646081003218e-111,1.80319206689767,1.80319206689767,0.000171427822384724
"RUFY1",245,2.78485757961777e-112,8.58872811085383e-111,-2.33502840341876,-2.33502840341876,6.74760688163449e-05
"FBXO10",246,3.91757544527071e-112,1.20330081562869e-110,-1.93251946811949,-1.93251946811949,0.000167647886453572
"PACS1",247,4.15480709308239e-112,1.27100090669355e-110,-1.64803424399647,-1.64803424399647,0.000124313117927238
"HLCS",248,4.37337027300902e-112,1.33246716866357e-110,-2.37642408119327,-2.37642408119327,0.000378193151260168
"MAPK14",249,7.16835599039337e-112,2.17526497443425e-110,-1.57325455805686,-1.57325455805686,7.58127292788956e-05
"HACE1",250,1.17391153072386e-111,3.54803021045984e-110,-1.49796634901548,-1.49796634901548,0.000160236721431024
"PALMD",251,1.3683091373653e-111,4.11910113224394e-110,-2.55503836665594,-2.55503836665594,0.000329862751101665
"ATP2B3",252,1.60998239905544e-111,4.82739166954875e-110,-1.3887402232019,-1.3887402232019,7.35348574760545e-05
"DISP2",253,3.02931210836816e-111,9.04722620190905e-110,-2.23097786310398,-2.23097786310398,0.000107347982208425
"PPP1R21",254,3.47831818781072e-111,1.03433641992783e-109,-2.69389972822078,-2.69389972822078,0.000110188459882258
"ACTR3B",255,3.49068008313394e-111,1.03433641992783e-109,-1.9920420495576,-1.9920420495576,0.000162576143377622
"COL4A1",256,6.67254070965449e-111,1.96944209383394e-109,1.75253220482718,1.75253220482718,0.000165077868721891
"RIPOR2",257,8.15580544638667e-111,2.39787027054075e-109,-1.54734613029843,-1.54734613029843,0.000214095727263014
"BCKDHB",258,1.19136696265336e-110,3.48913518209638e-109,-2.30231483346688,-2.30231483346688,0.000108685777378151
"PKN1",259,4.21602266675421e-110,1.2299717092662e-108,-2.63443718363563,-2.63443718363563,1.46312349521594e-05
"NSMAF",260,4.46279351784551e-110,1.29695645464771e-108,-2.71113072712229,-2.71113072712229,0.000109408297963183
"VSTM2A",261,4.58562522152398e-110,1.32754728635383e-108,-1.92970221164276,-1.92970221164276,1.59545852028407e-05
"KANTR",262,6.26899702312627e-110,1.80795959949398e-108,-2.28199318415144,-2.28199318415144,8.40847812461332e-05
"IMMP1L",263,4.67610837973918e-109,1.34344771548705e-107,-1.51963006770114,-1.51963006770114,6.02609393943875e-05
"RAVER2",264,8.01189635095531e-109,2.29310184953859e-107,-3.36168601290848,-3.36168601290848,0.000373101680512142
"ZFAND6",265,1.03713731103478e-108,2.95721114044486e-107,-2.43821760350455,-2.43821760350455,0.000168634238864131
"ARHGEF28",266,1.41632227267205e-108,4.02320717756009e-107,-1.65296957871253,-1.65296957871253,0.000584272599241348
"ULK2",267,1.47978680894871e-108,4.18774124659793e-107,-1.37251539929012,-1.37251539929012,5.30195834057842e-05
"PLPPR1",268,1.72802758713509e-108,4.87200613746006e-107,-1.85457036630544,-1.85457036630544,0.000632011900011786
"CWF19L2",269,7.8241257046219e-108,2.19773582989305e-106,-2.16271386710866,-2.16271386710866,2.62355262149517e-05
"ZNF569",270,2.75315235977981e-107,7.7047478631467e-106,-2.59483070623665,-2.59483070623665,3.87602932962763e-05
"ICA1L",271,7.34560476797789e-107,2.04809555818604e-105,-1.84863965474188,-1.84863965474188,0.000304437819511992
"GLOD4",272,7.47340233251558e-107,2.07606720678263e-105,-2.39283485162808,-2.39283485162808,4.75562722292047e-08
"CENPV",273,7.70062131527466e-107,2.13135145268189e-105,-1.59538531502763,-1.59538531502763,2.41380025923011e-05
"ANKH",274,1.12791822330068e-106,3.11041974279561e-105,-1.30848945910504,-1.30848945910504,8.94399610401661e-05
"SESN1",275,1.47006116831392e-106,4.03919352282909e-105,-1.55500785457751,-1.55500785457751,7.20963818095085e-05
"THRA",276,2.11977367580292e-106,5.80326445448073e-105,-1.38029817818488,-1.38029817818488,0.000112828219663474
"LRRC3B",277,2.52214450889845e-106,6.8799003282442e-105,-2.33710030895066,-2.33710030895066,0.000349479405047589
"P4HTM",278,6.59221449467557e-106,1.79175441445209e-104,-1.65510616961194,-1.65510616961194,0.00010611399157793
"WASF3",279,1.38235890252433e-105,3.74376482705154e-104,-1.66691767965144,-1.66691767965144,1.51969071274792e-05
"TPCN1",280,1.51590234437007e-105,4.09077075502152e-104,-3.30953359518345,-3.30953359518345,9.17144959599612e-05
"CCDC57",281,2.260832240553e-105,6.07930548384999e-104,-2.16950736557813,-2.16950736557813,0.00015184680480645
"FAM13C",282,5.53912088831082e-105,1.48417012170485e-103,-1.48905731439395,-1.48905731439395,6.12465568643725e-05
"INPP5B",283,6.18889017083894e-105,1.65241180674414e-103,-2.7221657541178,-2.7221657541178,0.000103287351336706
"IFT122",284,1.21265696363158e-104,3.22635071028181e-103,-2.01288334835043,-2.01288334835043,0.000183828685526554
"CLUAP1",285,1.47537519275255e-104,3.91155612506611e-103,-2.36833401636121,-2.36833401636121,0.000123057389693321
"CHD6",286,1.71700547398642e-104,4.53625642008436e-103,-1.39578387689011,-1.39578387689011,0.000217582449667335
"RAPGEF5",287,3.20574861391557e-104,8.43994304067809e-103,-1.33825026085773,-1.33825026085773,0.000476299387328375
"TMEM260",288,3.30018242194675e-104,8.65839527091307e-103,-2.39544486109709,-2.39544486109709,1.68687163592836e-05
"IGFBP5",289,1.03977815191704e-103,2.71853415774574e-102,-2.46218698251061,-2.46218698251061,0.000238915030207529
"TYK2",290,2.15273926925666e-103,5.60899928224254e-102,-2.47320459338946,-2.47320459338946,1.84595059450593e-05
"ZFP64",291,2.51922482589234e-103,6.54132741733422e-102,-2.67959648329776,-2.67959648329776,4.67189520760053e-05
"TTC8",292,1.38182507171293e-102,3.57570898693938e-101,-1.41667936414077,-1.41667936414077,0.000216410937734857
"ME3",293,1.93514934355012e-102,4.9904397405682e-101,-1.18737732126174,-1.18737732126174,0.000435327005401556
"TMOD2",294,4.29284020841474e-102,1.10328913655719e-100,-1.59699225822491,-1.59699225822491,0.000203104564914066
"ABCB10",295,6.47459171183668e-102,1.6583733889708e-100,-3.0976219426152,-3.0976219426152,1.41260209417759e-07
"ATL1",296,7.0632973169734e-102,1.80304981510307e-100,-1.81234630654593,-1.81234630654593,0.000156340562676245
"CROCC",297,1.79576606732543e-101,4.56862235848849e-100,-2.04873530053808,-2.04873530053808,1.54417936461196e-05
"SEZ6",298,1.8566990610501e-101,4.70779131050147e-100,2.08183919986903,2.08183919986903,0.00011339260347956
"ZMYM6",299,3.69251857771276e-101,9.33132788401264e-100,-1.96453393524869,-1.96453393524869,7.58018656503226e-06
"DCLK2",300,7.60622361160548e-101,1.91575418697637e-99,-1.58914136330869,-1.58914136330869,0.000545639971113803
"DISC1",301,1.15439858524258e-100,2.8978856179711e-99,-1.82342820200198,-1.82342820200198,0.000120744985083063
"GDAP1",302,2.14488569605798e-100,5.36647560245495e-99,-2.14373920079961,-2.14373920079961,0.000139865770277741
"GCC2",303,2.84931938429325e-100,7.10543144149164e-99,-1.909316934532,-1.909316934532,6.57056608934645e-05
"SHTN1",304,3.04383837960828e-100,7.56554039352629e-99,-1.48457090924327,-1.48457090924327,0.000368121046295151
"PCCA",305,8.47480600535234e-100,2.09952898939155e-98,-1.37151554776143,-1.37151554776143,0.00015890338804003
"NUDCD1",306,9.44574625348378e-100,2.33242021867072e-98,-2.35200949523693,-2.35200949523693,6.1483925443037e-05
"AFG1L",307,1.26524227390923e-99,3.11406209174529e-98,-2.31582819315538,-2.31582819315538,6.74574589690372e-06
"ETV1",308,1.43466759998662e-99,3.51959363165549e-98,-2.74277319620761,-2.74277319620761,0.000141942178904163
"SLC16A1",309,1.7569545768034e-99,4.29629410431274e-98,2.14295173926782,2.14295173926782,1.206055007687e-05
"SDK2",310,2.24049353668571e-99,5.46102231070877e-98,1.14077683862863,1.14077683862863,4.89423183842234e-05
"CARF",311,4.06238800088435e-99,9.86990473783991e-98,-2.42271028053338,-2.42271028053338,3.73901778542875e-05
"SLC38A6",312,5.44127855829892e-99,1.31776605084958e-97,-2.95104862147629,-2.95104862147629,8.13086648444739e-05
"SMO",313,5.83218096041951e-99,1.40792202354407e-97,-3.03698954387682,-3.03698954387682,8.47454688795055e-07
"NIPSNAP1",314,1.07564840809604e-98,2.58840744317634e-97,-1.8667148886061,-1.8667148886061,3.6721378583797e-05
"GNB5",315,1.08410323934877e-98,2.60047113540299e-97,1.41254607658267,1.41254607658267,0.000120202717199141
"B3GNTL1",316,1.39876023828888e-98,3.34463049383248e-97,-2.96070372720652,-2.96070372720652,6.83621958311231e-05
"MED12L",317,1.67565309323741e-98,3.99408036987442e-97,-1.19195467702074,-1.19195467702074,0.000310040246852174
"CLIP2",318,1.88270580950393e-98,4.47349845805397e-97,-2.83164176951381,-2.83164176951381,9.4021655860616e-05
"PPIL6",319,2.03270522886093e-98,4.81477138221729e-97,-2.98727292527756,-2.98727292527756,2.26294628080158e-05
"KIAA0408",320,3.35948981791087e-98,7.93259533254209e-97,-2.67966282130701,-2.67966282130701,0.0001118903938185
"GIN1",321,5.67862642901997e-98,1.33668851394626e-96,-2.0669700542056,-2.0669700542056,6.75494149289834e-07
"DIXDC1",322,1.17124822769577e-97,2.74843217654321e-96,-1.83767006205796,-1.83767006205796,0.000271902810704716
"LINGO1",323,1.49746941569253e-97,3.50305848451167e-96,1.08296201553523,1.08296201553523,9.2837160900852e-05
"MYT1",324,1.8730821078843e-97,4.36821247134998e-96,-2.92217932404409,-2.92217932404409,5.4176275315922e-05
"CC2D2A",325,3.57893489709676e-97,8.32074833306565e-96,-2.83095529865525,-2.83095529865525,0.000215136852062557
"TECPR1",326,3.67745722754267e-97,8.52357877647621e-96,-1.7791821247369,-1.7791821247369,4.46922308256562e-06
"SRGAP2",327,5.44129472564171e-97,1.25732180265896e-95,-1.64504755870531,-1.64504755870531,4.14822383345771e-05
"GALNT14",328,6.94150959151779e-97,1.59908678272893e-95,1.10126102340869,1.10126102340869,0.000121155171826529
"POT1",329,7.14029195749638e-97,1.63987981856663e-95,-3.12870399727133,-3.12870399727133,4.86889946834988e-05
"GRM2",330,7.66934294450843e-97,1.75604712996077e-95,-3.34346773447027,-3.34346773447027,0.000110809076052064
"PNRC1",331,6.26524630387401e-96,1.4302175550475e-94,-2.21467032546159,-2.21467032546159,2.49680717365589e-05
"MAP3K13",332,2.78485910944144e-95,6.3380709129336e-94,-2.41574671414866,-2.41574671414866,6.66806131861293e-05
"HDAC1",333,3.01026484413505e-95,6.83049884753293e-94,-1.88353559554199,-1.88353559554199,7.78980892901464e-05
"SYT16",334,3.18351942814816e-95,7.2019978440382e-94,-1.1780395844172,-1.1780395844172,0.00044067512208408
"ZNF532",335,3.58009997225923e-95,8.07499563892262e-94,-1.35844769226798,-1.35844769226798,0.000285451495861024
"SLC1A2",336,4.32365359470148e-95,9.72307338141789e-94,-1.73451034053327,-1.73451034053327,0.000384583945136124
"CASKIN1",337,5.37545165344908e-95,1.20524963482082e-93,-2.34733529267327,-2.34733529267327,1.296190232459e-05
"XRCC4",338,6.36158290030597e-95,1.42213373948851e-93,-1.82805297020485,-1.82805297020485,0.000202235398757995
"TTYH1",339,8.50847429386549e-95,1.89646111399551e-93,1.2386642809613,1.2386642809613,0.000101976033337982
"ACSS2",340,2.07216276936448e-94,4.60507702509358e-93,-2.11241204600156,-2.11241204600156,3.28491670652881e-05
"STX2",341,2.29813985086641e-94,5.09230050238901e-93,-2.38033207181671,-2.38033207181671,3.51234816408319e-05
"NUMBL",342,4.1899469174378e-94,9.25708740004678e-93,1.45409281264519,1.45409281264519,2.11935655396658e-05
"SH3GL3",343,4.81884703781561e-94,1.06155125999228e-92,-2.21901303146465,-2.21901303146465,0.000397852956117847
"SNCAIP",344,7.31091095066414e-94,1.60585009137264e-92,-2.22793567358284,-2.22793567358284,0.000257669133178889
"AATK",345,7.99525710419789e-94,1.75107717911072e-92,-2.30625721947385,-2.30625721947385,7.46765226383149e-05
"STX8",346,8.16719322453405e-94,1.78356393076821e-92,-1.52267220796112,-1.52267220796112,1.78154395356892e-05
"RASA3",347,1.9072611773233e-93,4.15310243684576e-92,1.43053919471698,1.43053919471698,0.000227130340200668
"REPS2",348,3.06212923568231e-93,6.64869209908485e-92,-1.26852376957601,-1.26852376957601,0.000354101825252659
"NCEH1",349,3.27100963547406e-93,7.08187644860806e-92,-1.9134122904434,-1.9134122904434,0.000187242436957833
"DENND1B",350,3.90677351593343e-93,8.43416591039792e-92,-1.46850960414612,-1.46850960414612,0.00020483074692861
"CCDC50",351,4.25444544509096e-93,9.15857258777979e-92,-2.52376355061622,-2.52376355061622,2.01986598513432e-05
"GRB2",352,4.73178257620192e-93,1.01572014618698e-91,1.07289335052458,1.07289335052458,0.000129350230273041
"SLF2",353,5.48399439103299e-93,1.1738544367888e-91,-1.46625711524835,-1.46625711524835,3.71554789093881e-05
"KIAA1328",354,8.80366601947203e-93,1.87911018200934e-91,-1.76880628522817,-1.76880628522817,0.000188122537100036
"GTF2H2",355,9.58436721371536e-93,2.03998531455868e-91,-1.6854553259044,-1.6854553259044,3.53114541239033e-05
"NSG2",356,1.00293105837238e-92,2.12869299917462e-91,-1.25286975827119,-1.25286975827119,0.000265733870614142
"ST3GAL4",357,1.0306920850934e-92,2.18148722548059e-91,-2.77431690608967,-2.77431690608967,8.64662655005656e-05
"PSTK",358,1.0823607187159e-92,2.28444625436239e-91,-2.5198701520353,-2.5198701520353,8.20237823211249e-05
"RMND1",359,1.69074228542337e-92,3.55856509990498e-91,-2.33735040271543,-2.33735040271543,5.31472736521775e-05
"PDSS2",360,1.75100590884542e-92,3.6751668464544e-91,-1.35939882108299,-1.35939882108299,0.000119487160267981
"CCND2",361,1.97519176826163e-92,4.13422409999576e-91,-1.66890525320125,-1.66890525320125,0.000119336264208185
"CCDC191",362,2.49336813739155e-92,5.20438940500851e-91,-2.11253255469513,-2.11253255469513,3.96257447045431e-05
"PER1",363,2.89054223695762e-92,6.01678709158446e-91,2.15726006209147,2.15726006209147,3.51687641300564e-05
"ZNF740",364,6.96788015294003e-92,1.44640940757184e-90,-2.07394946486189,-2.07394946486189,4.71579792764459e-06
"SLC44A5",365,7.21133117009526e-92,1.4928443375682e-90,-1.13295223689849,-1.13295223689849,0.000401161829610813
"KCNN3",366,7.71925934297561e-92,1.59362632774653e-90,-1.86012789492633,-1.86012789492633,0.00030703386766317
"ELMOD1",367,9.28571080680676e-92,1.91179375630058e-90,-1.06858832502312,-1.06858832502312,0.000455190210580524
"BCL2L1",368,1.15788197424203e-91,2.37743374928607e-90,-1.80074599579589,-1.80074599579589,1.08499671667692e-05
"TNFRSF19",369,1.36632715227598e-91,2.79207806028282e-90,-2.67512024910396,-2.67512024910396,2.87452360943643e-05
"RNF150",370,1.36721662560172e-91,2.79207806028282e-90,-1.33406175980652,-1.33406175980652,7.65774858589713e-05
"LCORL",371,1.43815981300237e-91,2.92903923100964e-90,-1.57982350713957,-1.57982350713957,0.000434738694091043
"ADD3",372,1.65940522203234e-91,3.370555338085e-90,-1.472493669229,-1.472493669229,0.000426973211262345
"PKNOX2",373,1.97879734531709e-91,4.00852352311419e-90,-1.74431407773237,-1.74431407773237,0.000326553854841674
"FBXO31",374,2.07649345281451e-91,4.19518302926913e-90,-2.66301191876357,-2.66301191876357,9.38707293823265e-05
"CARS2",375,3.19681820294861e-91,6.44137555772783e-90,-3.10259645301133,-3.10259645301133,0.000100832571473403
"PRUNE2",376,3.44971286007919e-91,6.93245488583996e-90,-2.03924505526945,-2.03924505526945,0.000178971427952119
"TTC21B",377,3.97601532416554e-91,7.96890498392435e-90,-2.44184212106634,-2.44184212106634,0.000115267468359882
"PRPF38B",378,4.78016746056301e-91,9.55527654286089e-90,1.10264229208025,1.10264229208025,0.000136405072820744
"ABCD3",379,7.22693180764153e-91,1.44080994033085e-89,-2.29750066107324,-2.29750066107324,5.92758910340292e-06
"TBC1D9B",380,8.08485962023411e-91,1.60761050764445e-89,-1.73038825533806,-1.73038825533806,4.49489761682824e-05
"SNX32",381,8.63699552852452e-91,1.71289076675937e-89,-2.3879589081848,-2.3879589081848,0.00018357094471751
"ERGIC1",382,9.90293276107726e-91,1.95881046970418e-89,-1.69401588379464,-1.69401588379464,0.000120825228016071
"DHX57",383,1.04079752271276e-90,2.05333318057901e-89,-1.77292867404803,-1.77292867404803,8.46491591810025e-05
"FBXW4",384,2.40380390923598e-90,4.72998498390285e-89,-1.44650575465907,-1.44650575465907,0.000125970761637801
"SLC6A1",385,4.86882156375541e-90,9.55553655473673e-89,-2.95812415319452,-2.95812415319452,1.86318556410821e-06
"SCLT1",386,7.25879082410527e-90,1.4209177063974e-88,-1.73960213923266,-1.73960213923266,0.000239305004004447
"TUB",387,7.86648988814527e-90,1.53589657867765e-88,-1.52740758369345,-1.52740758369345,0.000232582566227859
"HSPA5",388,1.79055916345742e-89,3.48697552553716e-88,1.19086090688419,1.19086090688419,1.30113428496936e-05
"LRRN3",389,2.45660849118783e-89,4.77175675049237e-88,-2.14721764476819,-2.14721764476819,0.000161535381059587
"TMTC1",390,2.9202977275709e-89,5.65788964859631e-88,-1.32955384159857,-1.32955384159857,0.00043418357782257
"LMBR1",391,4.42486795200658e-89,8.55097244126894e-88,-1.94999947075705,-1.94999947075705,0.00018891894776486
"STXBP3",392,6.66350424522077e-89,1.28442444073696e-87,1.24641854150254,1.24641854150254,0.000208795823915127
"ACYP2",393,1.04011008928213e-88,1.999763825602e-87,-1.45127876652037,-1.45127876652037,0.000197912971997256
"RAD50",394,1.09975238369943e-88,2.10906827696268e-87,-2.44873060010406,-2.44873060010406,5.71424777043041e-05
"RASL10A",395,1.39033015949194e-88,2.65957840129649e-87,-1.50514917295673,-1.50514917295673,7.75182199924343e-05
"CLTB",396,1.55150299827035e-88,2.96039309467952e-87,1.13356126187724,1.13356126187724,2.60168280186652e-05
"ELP2",397,1.72162483300761e-88,3.27672474513989e-87,-2.2400660535963,-2.2400660535963,4.56559460561423e-05
"CNTN1",398,1.88322543061588e-88,3.57528928485771e-87,-1.04710835602777,-1.04710835602777,0.000654974538242728
"EML2",399,3.34860553789063e-88,6.34136928428606e-87,-1.86388094777089,-1.86388094777089,3.42629090006047e-05
"ABCB7",400,7.75746644944707e-88,1.46329815144714e-86,-1.88271137143167,-1.88271137143167,3.29839795831719e-05
"ACACA",401,7.76578293714006e-88,1.46329815144714e-86,-1.44278387545875,-1.44278387545875,0.000181949595524938
"GPR85",402,1.40155325638397e-87,2.63436228986e-86,-2.83180525874462,-2.83180525874462,0.000161565905562381
"PHF14",403,2.04033652645965e-87,3.825504415367e-86,-1.21525792043859,-1.21525792043859,0.000110841893115238
"OCLN",404,2.2425000895251e-87,4.19414125654739e-86,-2.50948617443767,-2.50948617443767,3.51527190401358e-05
